Age,State,Insurance Type,Annual Premium (AUD),Claim Amount (AUD),Claim Status,Policy Start Date,Policy End Date,Product Tier,Payment Frequency,Risk Score
76,NSW,Home,1779.91,4853.09,Approved,02-09-2023,01-09-2024,Gold,Annually,0.75
22,QLD,Travel,1479.26,529.26,Approved,10-05-2023,09-05-2024,Basic,Quarterly,0.19
31,WA,Home,3638.95,3885.56,Approved,10-01-2024,09-01-2025,Standard,Quarterly,0.35
34,NT,Health,1310.69,2969.52,Rejected,17-04-2023,16-04-2024,Basic,Monthly,0.48
25,QLD,Life,1425.96,835.32,Approved,06-04-2023,05-04-2024,Basic,Quarterly,0.26
22,SA,Travel,2056.82,771.67,Rejected,14-04-2023,13-04-2024,Standard,Monthly,0.25
21,QLD,Life,4798.98,2995.05,Pending,19-08-2023,18-08-2024,Basic,Monthly,0.27
26,SA,Car,2876.95,2662.55,Approved,10-06-2024,10-06-2025,Basic,Monthly,0.27
37,NSW,Travel,738.09,1542.38,Approved,25-04-2024,25-04-2025,Premium,Annually,0.57
38,VIC,Health,6165.63,9190.4,Approved,19-09-2024,19-09-2025,Premium,Annually,0.48
20,TAS,Health,1103.41,1389.64,Approved,05-02-2024,04-02-2025,Standard,Monthly,0.29
52,SA,Health,4337.57,10393.52,Approved,29-02-2024,28-02-2025,Gold,Quarterly,0.59
29,WA,Life,4714.29,3513.92,Approved,01-03-2023,29-02-2024,Basic,Monthly,0.18
58,NT,Travel,1794.69,4199.28,Pending,21-08-2023,20-08-2024,Premium,Quarterly,0.55
70,NT,Life,7276.76,5481.11,Approved,13-06-2023,12-06-2024,Gold,Annually,0.57
56,TAS,Health,2832.66,7426.65,Approved,08-04-2023,07-04-2024,Premium,Annually,0.61
36,SA,Car,2794.28,1462.05,Approved,16-07-2023,15-07-2024,Basic,Monthly,0.43
23,VIC,Travel,351.5,215.25,Approved,30-09-2023,29-09-2024,Basic,Monthly,0.15
40,NSW,Life,5750.97,6913.61,Rejected,16-10-2024,16-10-2025,Premium,Quarterly,0.36
44,ACT,Travel,1161.89,1435.17,Approved,02-06-2023,01-06-2024,Premium,Annually,0.32
22,ACT,Home,1652.35,917.09,Approved,16-10-2024,16-10-2025,Basic,Quarterly,0.19
29,NSW,Life,4382.54,3087.19,Approved,24-08-2023,23-08-2024,Basic,Monthly,0.24
23,NSW,Travel,859.15,398.32,Pending,13-09-2024,13-09-2025,Basic,Quarterly,0.13
21,SA,Health,4770.43,2919.23,Approved,26-04-2023,25-04-2024,Basic,Monthly,0.16
30,QLD,Home,2332.1,1669.97,Approved,16-09-2024,16-09-2025,Basic,Quarterly,0.18
32,WA,Car,1560.39,2112.1,Approved,01-09-2023,31-08-2024,Basic,Quarterly,0.42
34,VIC,Health,5910.59,5664.23,Approved,22-11-2023,21-11-2024,Premium,Annually,0.4
42,VIC,Travel,1932.0,1937.45,Rejected,16-07-2024,16-07-2025,Premium,Annually,0.31
32,NSW,Travel,2023.04,1538.01,Approved,25-07-2023,24-07-2024,Standard,Quarterly,0.42
54,TAS,Life,2335.11,4262.41,Approved,04-08-2023,03-08-2024,Premium,Annually,0.71
58,NSW,Health,7355.3,5951.37,Pending,17-01-2024,16-01-2025,Gold,Annually,0.75
54,ACT,Health,3793.43,10665.41,Rejected,17-05-2023,16-05-2024,Premium,Annually,0.71
74,VIC,Home,5633.76,22392.47,Approved,07-02-2024,06-02-2025,Gold,Annually,0.93
25,NT,Home,960.35,1277.6,Approved,07-02-2023,07-02-2024,Basic,Monthly,0.29
21,NSW,Travel,697.53,526.32,Pending,23-07-2023,22-07-2024,Standard,Monthly,0.21
53,SA,Home,4988.92,8170.48,Approved,21-11-2023,20-11-2024,Premium,Quarterly,0.6
29,SA,Health,3512.31,1789.21,Approved,25-03-2023,24-03-2024,Basic,Quarterly,0.24
55,TAS,Home,3207.03,10563.0,Approved,15-03-2023,14-03-2024,Premium,Annually,0.73
58,NSW,Home,2656.3,5688.34,Pending,31-01-2024,30-01-2025,Premium,Annually,0.64
45,SA,Life,6217.87,8275.19,Approved,25-03-2024,25-03-2025,Premium,Quarterly,0.47
40,ACT,Home,3298.65,5033.26,Approved,16-06-2024,16-06-2025,Premium,Quarterly,0.51
24,SA,Travel,1249.15,1053.45,Rejected,25-12-2024,25-12-2025,Standard,Monthly,0.27
25,NSW,Car,3072.93,2368.06,Approved,12-08-2023,11-08-2024,Basic,Monthly,0.18
24,VIC,Health,3851.36,2265.95,Approved,19-01-2024,18-01-2025,Standard,Monthly,0.13
48,VIC,Health,1439.84,3324.74,Approved,06-02-2023,06-02-2024,Premium,Annually,0.52
33,NSW,Home,4288.66,2129.74,Approved,06-10-2023,05-10-2024,Standard,Quarterly,0.31
50,NSW,Home,3835.14,5357.93,Approved,28-04-2024,28-04-2025,Premium,Quarterly,0.34
20,TAS,Travel,1328.86,1224.4,Approved,25-07-2024,25-07-2025,Standard,Monthly,0.26
25,ACT,Travel,1107.82,274.1,Approved,24-11-2024,24-11-2025,Basic,Quarterly,0.15
54,NSW,Travel,1607.72,2165.36,Approved,05-02-2023,05-02-2024,Premium,Quarterly,0.68
71,SA,Health,1976.71,2251.72,Approved,24-03-2023,23-03-2024,Gold,Quarterly,0.74
39,NT,Travel,1576.34,2877.18,Approved,14-04-2023,13-04-2024,Basic,Monthly,0.51
58,NT,Travel,2392.13,2349.33,Pending,07-10-2023,06-10-2024,Premium,Annually,0.54
38,ACT,Travel,2099.51,1799.74,Rejected,20-05-2024,20-05-2025,Premium,Quarterly,0.35
21,SA,Home,3959.36,2573.09,Approved,26-02-2023,26-02-2024,Basic,Monthly,0.13
62,NSW,Travel,1994.97,2011.47,Rejected,24-09-2023,23-09-2024,Gold,Quarterly,0.68
33,NT,Car,3399.53,3399.92,Approved,01-10-2024,01-10-2025,Basic,Monthly,0.54
74,TAS,Health,2100.78,2296.26,Approved,27-07-2023,26-07-2024,Gold,Annually,0.93
77,ACT,Home,2997.23,6969.34,Approved,09-02-2023,09-02-2024,Gold,Quarterly,0.73
79,SA,Health,4498.65,4270.37,Rejected,21-11-2024,21-11-2025,Gold,Annually,0.88
63,NT,Home,1931.87,3648.91,Approved,14-02-2024,13-02-2025,Gold,Annually,0.7
38,VIC,Life,2717.56,5347.12,Approved,18-07-2024,18-07-2025,Standard,Monthly,0.5
36,NT,Life,5181.3,6169.66,Rejected,15-01-2023,15-01-2024,Standard,Quarterly,0.56
68,VIC,Car,4759.69,8005.45,Approved,09-07-2023,08-07-2024,Gold,Annually,0.52
27,VIC,Life,2847.18,1415.34,Approved,02-03-2023,01-03-2024,Basic,Monthly,0.25
76,WA,Health,2300.53,7971.86,Approved,18-05-2024,18-05-2025,Gold,Annually,0.86
66,NT,Health,4114.98,15822.43,Approved,08-07-2024,08-07-2025,Gold,Quarterly,0.79
34,TAS,Home,2188.38,3963.63,Rejected,11-01-2024,10-01-2025,Standard,Monthly,0.51
59,VIC,Home,4771.08,7162.44,Approved,11-03-2023,10-03-2024,Gold,Quarterly,0.77
55,QLD,Home,3323.65,12124.96,Approved,22-02-2024,21-02-2025,Premium,Annually,0.78
47,SA,Health,1621.42,1866.98,Approved,12-07-2023,11-07-2024,Premium,Annually,0.49
74,NT,Travel,880.12,2147.34,Rejected,09-08-2023,08-08-2024,Gold,Annually,0.81
27,TAS,Travel,1447.21,317.31,Rejected,29-04-2024,29-04-2025,Basic,Quarterly,0.12
23,WA,Health,4476.03,2982.76,Approved,31-01-2024,30-01-2025,Standard,Quarterly,0.16
35,ACT,Car,2191.13,4768.91,Rejected,23-11-2023,22-11-2024,Basic,Monthly,0.5
38,NSW,Car,1127.92,1329.54,Approved,29-05-2023,28-05-2024,Standard,Monthly,0.56
29,VIC,Car,1079.42,800.52,Approved,09-05-2023,08-05-2024,Standard,Quarterly,0.18
56,TAS,Travel,2986.32,9761.07,Approved,23-01-2023,23-01-2024,Gold,Annually,0.69
44,VIC,Home,3327.05,3883.28,Approved,30-07-2024,30-07-2025,Premium,Quarterly,0.3
51,QLD,Car,3839.4,6122.89,Pending,02-02-2023,02-02-2024,Gold,Quarterly,0.77
23,NT,Life,1323.41,209.43,Approved,18-02-2024,17-02-2025,Standard,Monthly,0.15
56,QLD,Life,1432.02,2785.03,Approved,04-09-2024,04-09-2025,Premium,Annually,0.58
45,TAS,Car,2299.84,2566.4,Approved,23-09-2023,22-09-2024,Premium,Quarterly,0.44
56,TAS,Car,5423.98,3070.78,Approved,16-11-2024,16-11-2025,Gold,Annually,0.54
39,NT,Home,2071.06,4068.91,Approved,15-03-2024,15-03-2025,Premium,Quarterly,0.6
29,ACT,Travel,395.9,93.26,Approved,28-03-2023,27-03-2024,Basic,Monthly,0.12
51,ACT,Life,2946.81,3019.9,Rejected,09-06-2023,08-06-2024,Premium,Annually,0.64
69,ACT,Life,1616.48,3723.12,Approved,16-03-2024,16-03-2025,Gold,Annually,0.61
34,NT,Health,2945.81,3206.51,Rejected,03-02-2024,02-02-2025,Standard,Monthly,0.55
25,ACT,Life,1890.5,616.61,Approved,20-12-2024,20-12-2025,Basic,Quarterly,0.13
26,NSW,Travel,1774.78,1293.84,Approved,29-01-2023,29-01-2024,Standard,Monthly,0.26
41,ACT,Car,4229.76,2029.18,Rejected,15-01-2023,15-01-2024,Premium,Annually,0.43
28,NT,Home,1436.63,1094.02,Pending,03-04-2023,02-04-2024,Standard,Monthly,0.27
41,WA,Travel,1107.86,1867.02,Rejected,04-06-2023,03-06-2024,Premium,Annually,0.51
57,NSW,Life,4383.05,6363.22,Approved,18-11-2023,17-11-2024,Premium,Annually,0.53
32,TAS,Home,4194.16,6288.31,Pending,24-08-2024,24-08-2025,Standard,Monthly,0.42
54,ACT,Health,1521.27,3678.76,Approved,19-12-2023,18-12-2024,Premium,Annually,0.66
25,NT,Home,3259.75,1491.67,Approved,06-11-2023,05-11-2024,Standard,Monthly,0.1
69,SA,Home,2847.36,5613.35,Rejected,08-06-2024,08-06-2025,Gold,Annually,0.54
34,NT,Life,4361.45,1770.72,Approved,25-02-2023,25-02-2024,Premium,Annually,0.38
78,TAS,Home,2383.76,4398.24,Approved,27-11-2023,26-11-2024,Gold,Annually,0.87
28,VIC,Health,3820.92,931.23,Approved,18-07-2024,18-07-2025,Basic,Monthly,0.19
59,NT,Life,5585.18,5779.09,Approved,10-10-2023,09-10-2024,Premium,Annually,0.7
40,SA,Health,5530.71,7464.75,Pending,31-01-2023,31-01-2024,Premium,Annually,0.36
27,NSW,Car,3825.74,3351.87,Approved,02-05-2024,02-05-2025,Basic,Monthly,0.24
38,QLD,Home,2798.03,4758.03,Approved,25-08-2023,24-08-2024,Standard,Monthly,0.51
20,VIC,Home,3089.45,975.52,Approved,22-01-2024,21-01-2025,Standard,Quarterly,0.1
42,NT,Life,6112.46,9590.03,Approved,27-09-2023,26-09-2024,Premium,Annually,0.48
50,QLD,Life,5572.55,12455.07,Pending,13-03-2024,13-03-2025,Premium,Annually,0.48
41,QLD,Car,3208.1,4352.17,Approved,20-06-2023,19-06-2024,Premium,Quarterly,0.49
62,SA,Car,3279.51,5316.58,Approved,10-03-2023,09-03-2024,Gold,Annually,0.74
55,QLD,Life,2632.03,3296.51,Rejected,15-04-2024,15-04-2025,Gold,Annually,0.73
32,NSW,Health,3183.87,4661.59,Rejected,08-08-2023,07-08-2024,Standard,Monthly,0.43
20,NT,Health,1854.9,652.98,Approved,25-07-2023,24-07-2024,Basic,Monthly,0.17
21,ACT,Travel,331.72,243.95,Approved,22-08-2024,22-08-2025,Basic,Quarterly,0.27
58,NSW,Travel,1343.67,2991.75,Rejected,13-07-2024,13-07-2025,Premium,Annually,0.64
25,NT,Car,3811.74,784.09,Approved,18-12-2024,18-12-2025,Standard,Quarterly,0.12
28,TAS,Travel,861.43,338.81,Approved,18-11-2024,18-11-2025,Standard,Monthly,0.23
62,QLD,Home,3261.7,9688.9,Approved,28-10-2024,28-10-2025,Gold,Annually,0.7
26,WA,Health,1469.01,1729.45,Rejected,08-06-2024,08-06-2025,Standard,Monthly,0.25
74,NSW,Travel,1895.76,7369.69,Approved,10-08-2023,09-08-2024,Gold,Quarterly,0.83
52,QLD,Travel,2276.14,5395.46,Rejected,05-06-2024,05-06-2025,Premium,Quarterly,0.65
56,QLD,Home,3534.59,4261.94,Pending,31-08-2023,30-08-2024,Gold,Annually,0.64
43,WA,Car,2361.24,5671.78,Rejected,20-09-2023,19-09-2024,Premium,Quarterly,0.56
31,QLD,Home,597.56,662.42,Approved,29-10-2024,29-10-2025,Standard,Monthly,0.44
65,QLD,Car,2535.62,4746.65,Approved,23-10-2023,22-10-2024,Gold,Quarterly,0.6
31,QLD,Car,3489.17,7380.27,Approved,20-10-2024,20-10-2025,Premium,Annually,0.56
21,NSW,Car,1496.86,612.13,Approved,04-02-2024,03-02-2025,Standard,Monthly,0.11
60,SA,Home,3326.49,3430.63,Approved,17-01-2023,17-01-2024,Gold,Annually,0.77
33,VIC,Travel,771.79,1826.69,Approved,24-07-2023,23-07-2024,Basic,Monthly,0.5
75,NSW,Health,3787.89,3929.11,Approved,24-10-2023,23-10-2024,Gold,Annually,0.78
70,NT,Travel,928.63,2654.72,Approved,27-07-2024,27-07-2025,Gold,Annually,0.59
53,QLD,Life,7233.69,22818.92,Approved,10-12-2023,09-12-2024,Gold,Annually,0.66
50,NSW,Home,3482.84,5166.23,Rejected,25-03-2024,25-03-2025,Premium,Quarterly,0.37
33,SA,Health,1222.62,1574.32,Approved,01-04-2023,31-03-2024,Standard,Quarterly,0.53
62,TAS,Car,3650.28,12901.49,Approved,21-07-2023,20-07-2024,Gold,Annually,0.74
23,NSW,Life,3913.48,1492.27,Approved,26-12-2024,26-12-2025,Basic,Quarterly,0.16
74,ACT,Car,2305.78,9411.72,Pending,12-08-2023,11-08-2024,Gold,Quarterly,0.84
64,ACT,Home,5963.07,8260.77,Approved,27-01-2024,26-01-2025,Gold,Annually,0.74
72,QLD,Car,2172.72,3447.45,Approved,29-12-2024,29-12-2025,Gold,Annually,0.75
35,QLD,Health,1173.73,1175.63,Rejected,17-11-2023,16-11-2024,Basic,Monthly,0.49
65,ACT,Travel,1235.06,2558.95,Approved,16-11-2023,15-11-2024,Gold,Annually,0.53
36,WA,Car,2681.07,1222.63,Approved,15-08-2024,15-08-2025,Premium,Quarterly,0.32
59,VIC,Home,3242.36,6941.4,Approved,08-08-2023,07-08-2024,Premium,Annually,0.64
50,NSW,Travel,1166.0,1005.69,Rejected,10-04-2023,09-04-2024,Premium,Quarterly,0.54
56,WA,Travel,2562.37,4226.2,Approved,20-02-2023,20-02-2024,Premium,Quarterly,0.54
78,VIC,Life,4052.7,8418.01,Approved,11-02-2023,11-02-2024,Gold,Quarterly,0.82
28,VIC,Health,2009.08,1162.55,Approved,29-11-2024,29-11-2025,Basic,Monthly,0.2
51,QLD,Car,3068.94,8214.17,Approved,10-01-2024,09-01-2025,Premium,Annually,0.65
39,ACT,Life,4385.0,6726.84,Approved,24-10-2024,24-10-2025,Standard,Monthly,0.4
56,SA,Home,4575.18,6635.85,Rejected,15-05-2024,15-05-2025,Gold,Annually,0.65
26,NSW,Life,2023.07,275.07,Approved,26-10-2024,26-10-2025,Basic,Monthly,0.12
67,VIC,Home,4569.7,8025.43,Rejected,26-07-2024,26-07-2025,Gold,Annually,0.69
72,NSW,Travel,2952.98,3138.57,Approved,04-06-2024,04-06-2025,Gold,Annually,0.8
52,NSW,Home,4114.07,6333.88,Rejected,10-04-2023,09-04-2024,Premium,Annually,0.53
36,WA,Home,3230.39,7296.1,Approved,16-03-2023,15-03-2024,Standard,Quarterly,0.51
31,NT,Car,4334.53,10170.09,Pending,14-05-2024,14-05-2025,Premium,Annually,0.6
21,VIC,Car,4032.7,1376.99,Rejected,27-03-2023,26-03-2024,Standard,Quarterly,0.13
30,SA,Life,3707.65,2329.76,Approved,26-09-2023,25-09-2024,Basic,Quarterly,0.16
71,ACT,Home,5859.89,5197.82,Approved,06-04-2023,05-04-2024,Gold,Annually,0.82
20,VIC,Home,3070.65,1226.42,Approved,08-01-2023,08-01-2024,Basic,Quarterly,0.14
21,QLD,Car,3220.18,1079.38,Pending,30-11-2023,29-11-2024,Standard,Monthly,0.12
47,TAS,Car,2901.5,4355.73,Approved,09-03-2023,08-03-2024,Premium,Quarterly,0.38
33,WA,Home,1371.36,938.52,Approved,26-08-2023,25-08-2024,Standard,Monthly,0.49
31,NT,Car,1388.22,1863.11,Approved,15-09-2024,15-09-2025,Standard,Monthly,0.34
34,VIC,Health,2836.34,4954.16,Approved,04-05-2023,03-05-2024,Premium,Annually,0.38
32,VIC,Car,2145.42,2984.55,Approved,23-12-2023,22-12-2024,Standard,Quarterly,0.55
30,WA,Travel,328.04,71.27,Approved,15-04-2024,15-04-2025,Basic,Monthly,0.2
23,QLD,Home,1743.59,1092.18,Approved,19-07-2024,19-07-2025,Basic,Monthly,0.14
79,NSW,Travel,2268.26,5563.25,Approved,25-02-2023,25-02-2024,Gold,Annually,0.81
21,NT,Life,5063.45,6551.65,Rejected,06-01-2024,05-01-2025,Standard,Monthly,0.27
25,NSW,Home,2279.07,1144.63,Approved,10-08-2023,09-08-2024,Standard,Monthly,0.16
31,VIC,Car,1160.78,2788.17,Approved,28-03-2024,28-03-2025,Premium,Quarterly,0.6
69,SA,Home,814.17,498.12,Approved,16-08-2023,15-08-2024,Gold,Annually,0.53
42,VIC,Home,4868.46,6703.57,Approved,20-07-2023,19-07-2024,Premium,Annually,0.41
30,NSW,Health,4580.51,2582.04,Approved,31-01-2024,30-01-2025,Standard,Monthly,0.16
31,ACT,Travel,754.13,720.09,Rejected,25-06-2023,24-06-2024,Premium,Annually,0.56
42,ACT,Car,5070.49,4475.41,Approved,12-10-2024,12-10-2025,Premium,Annually,0.33
30,QLD,Home,1260.06,878.23,Rejected,11-08-2024,11-08-2025,Basic,Monthly,0.15
45,SA,Home,1941.06,3111.99,Rejected,01-03-2023,29-02-2024,Premium,Annually,0.35
46,SA,Life,4464.11,6015.59,Approved,24-06-2023,23-06-2024,Premium,Annually,0.59
25,VIC,Home,1886.69,911.56,Approved,26-05-2024,26-05-2025,Basic,Monthly,0.15
30,NT,Car,638.14,413.55,Pending,25-06-2023,24-06-2024,Basic,Quarterly,0.19
40,WA,Home,2681.04,2074.54,Rejected,05-10-2023,04-10-2024,Premium,Annually,0.37
76,SA,Life,3939.21,7265.39,Approved,25-01-2023,25-01-2024,Gold,Annually,0.83
25,NSW,Health,4665.74,3843.44,Pending,20-08-2024,20-08-2025,Basic,Monthly,0.27
31,VIC,Travel,442.25,653.07,Approved,17-09-2024,17-09-2025,Basic,Monthly,0.35
36,TAS,Life,5799.56,9175.93,Approved,20-12-2024,20-12-2025,Premium,Quarterly,0.44
25,SA,Travel,1004.62,384.01,Approved,30-06-2024,30-06-2025,Basic,Quarterly,0.26
26,SA,Health,4208.33,2360.87,Rejected,06-07-2023,05-07-2024,Standard,Monthly,0.21
78,NSW,Car,5092.76,10240.7,Approved,21-11-2024,21-11-2025,Gold,Annually,0.71
20,NT,Life,3701.63,1022.19,Approved,05-07-2024,05-07-2025,Basic,Quarterly,0.15
24,NT,Travel,524.78,286.69,Approved,02-11-2024,02-11-2025,Standard,Quarterly,0.14
50,QLD,Travel,2471.97,3768.95,Approved,13-08-2024,13-08-2025,Gold,Annually,0.36
26,QLD,Home,3228.32,1779.74,Rejected,15-05-2023,14-05-2024,Basic,Monthly,0.17
55,NSW,Car,2346.87,8090.39,Rejected,05-02-2023,05-02-2024,Gold,Annually,0.72
75,NT,Travel,886.14,3010.03,Rejected,06-09-2023,05-09-2024,Gold,Annually,0.95
56,WA,Travel,2066.62,5809.35,Approved,07-05-2023,06-05-2024,Premium,Annually,0.72
37,QLD,Health,3036.06,6479.26,Approved,04-06-2023,03-06-2024,Basic,Monthly,0.57
20,WA,Health,3807.68,757.43,Pending,21-10-2024,21-10-2025,Standard,Quarterly,0.12
38,ACT,Home,1811.67,3001.27,Approved,03-05-2023,02-05-2024,Standard,Monthly,0.37
48,QLD,Travel,634.02,912.49,Approved,30-06-2024,30-06-2025,Premium,Quarterly,0.57
39,TAS,Health,4998.74,6703.72,Approved,01-10-2024,01-10-2025,Standard,Monthly,0.32
71,SA,Life,4185.42,7996.72,Rejected,24-02-2023,24-02-2024,Gold,Quarterly,0.93
21,NT,Travel,959.62,780.01,Approved,12-11-2023,11-11-2024,Standard,Quarterly,0.28
56,ACT,Car,1902.81,4253.49,Rejected,25-01-2023,25-01-2024,Premium,Annually,0.53
53,ACT,Home,1929.88,1145.98,Rejected,31-01-2023,31-01-2024,Premium,Quarterly,0.51
59,NT,Life,5885.79,7431.29,Rejected,19-11-2023,18-11-2024,Premium,Quarterly,0.54
58,NSW,Travel,2219.16,5296.22,Approved,15-03-2024,15-03-2025,Premium,Quarterly,0.61
59,WA,Car,5952.05,12923.91,Approved,12-07-2024,12-07-2025,Gold,Quarterly,0.63
31,ACT,Car,2674.31,5996.61,Rejected,28-10-2024,28-10-2025,Basic,Monthly,0.5
26,NSW,Travel,1068.44,489.91,Pending,21-06-2023,20-06-2024,Basic,Monthly,0.14
28,VIC,Life,2407.34,3586.99,Approved,05-01-2024,04-01-2025,Standard,Monthly,0.3
39,ACT,Health,4510.22,6778.0,Approved,18-07-2024,18-07-2025,Premium,Quarterly,0.57
27,ACT,Life,2561.54,904.98,Approved,09-01-2024,08-01-2025,Standard,Monthly,0.11
21,NSW,Travel,1969.25,630.0,Approved,02-12-2024,02-12-2025,Basic,Monthly,0.12
21,NSW,Home,1071.61,1147.77,Approved,30-08-2023,29-08-2024,Basic,Monthly,0.28
20,VIC,Life,1520.95,1046.49,Approved,01-06-2023,31-05-2024,Standard,Quarterly,0.14
26,VIC,Life,2459.07,821.76,Approved,28-09-2023,27-09-2024,Basic,Monthly,0.14
41,WA,Health,2779.95,7172.97,Approved,07-12-2024,07-12-2025,Premium,Quarterly,0.52
33,QLD,Car,746.42,632.15,Pending,13-02-2024,12-02-2025,Basic,Monthly,0.35
25,VIC,Life,3300.25,1348.66,Approved,18-08-2023,17-08-2024,Basic,Monthly,0.2
59,WA,Health,2559.48,2507.12,Approved,07-12-2024,07-12-2025,Gold,Annually,0.5
34,NT,Life,5670.87,12938.87,Approved,16-05-2023,15-05-2024,Premium,Annually,0.52
60,NSW,Car,3399.67,6160.69,Pending,22-01-2023,22-01-2024,Gold,Annually,0.52
31,WA,Health,5239.99,3528.03,Pending,25-03-2024,25-03-2025,Premium,Annually,0.48
64,NT,Car,2476.68,2904.35,Approved,24-08-2023,23-08-2024,Gold,Annually,0.73
22,VIC,Home,3822.31,3162.25,Approved,15-11-2023,14-11-2024,Standard,Monthly,0.23
58,ACT,Travel,2362.61,2049.02,Approved,10-12-2023,09-12-2024,Gold,Annually,0.51
20,VIC,Health,2472.49,2973.69,Approved,09-01-2023,09-01-2024,Standard,Quarterly,0.27
51,TAS,Life,2014.03,4471.57,Approved,01-09-2024,01-09-2025,Premium,Annually,0.73
22,TAS,Health,2109.98,1328.76,Approved,12-04-2024,12-04-2025,Basic,Monthly,0.18
56,NSW,Travel,2146.97,2377.11,Approved,18-04-2023,17-04-2024,Gold,Annually,0.55
31,NT,Home,3837.56,6837.56,Rejected,20-07-2024,20-07-2025,Premium,Annually,0.41
55,NSW,Home,1173.11,1599.46,Approved,02-04-2023,01-04-2024,Premium,Annually,0.76
59,SA,Home,1765.49,3587.86,Rejected,13-06-2023,12-06-2024,Gold,Annually,0.75
31,TAS,Car,4623.1,4966.21,Approved,09-01-2023,09-01-2024,Premium,Quarterly,0.32
49,WA,Home,4828.03,6415.09,Approved,27-06-2024,27-06-2025,Premium,Annually,0.56
34,TAS,Life,6071.43,4567.82,Approved,23-08-2023,22-08-2024,Premium,Annually,0.31
52,SA,Life,1582.15,3804.5,Pending,10-01-2024,09-01-2025,Premium,Annually,0.58
40,NT,Life,1819.99,4268.15,Approved,09-01-2023,09-01-2024,Premium,Annually,0.53
30,NT,Health,1231.84,806.26,Rejected,11-07-2023,10-07-2024,Standard,Monthly,0.15
35,TAS,Home,3561.71,3231.13,Rejected,31-03-2023,30-03-2024,Premium,Annually,0.43
37,ACT,Life,3859.87,3027.46,Pending,23-07-2023,22-07-2024,Standard,Quarterly,0.56
32,SA,Car,3653.36,5734.24,Approved,23-01-2024,22-01-2025,Standard,Monthly,0.34
79,SA,Car,2082.33,3843.92,Rejected,09-12-2024,09-12-2025,Gold,Annually,0.7
38,WA,Home,976.68,2469.23,Approved,11-06-2024,11-06-2025,Standard,Monthly,0.56
56,TAS,Home,2566.34,5833.0,Approved,28-04-2023,27-04-2024,Gold,Quarterly,0.72
57,WA,Car,2041.88,1120.48,Approved,15-11-2023,14-11-2024,Premium,Annually,0.53
65,QLD,Travel,1166.28,2417.21,Approved,12-01-2024,11-01-2025,Gold,Annually,0.62
28,SA,Car,3862.83,2504.72,Rejected,14-01-2024,13-01-2025,Standard,Monthly,0.22
62,TAS,Home,4260.35,14949.04,Approved,16-02-2024,15-02-2025,Gold,Annually,0.78
20,QLD,Car,3203.28,795.05,Approved,23-03-2023,22-03-2024,Standard,Monthly,0.16
37,SA,Life,1301.39,1254.26,Approved,10-04-2024,10-04-2025,Premium,Annually,0.43
67,TAS,Health,6766.28,20762.27,Approved,11-11-2023,10-11-2024,Gold,Annually,0.77
35,WA,Health,2505.04,3363.12,Approved,21-06-2024,21-06-2025,Standard,Quarterly,0.44
50,SA,Health,3418.18,1934.97,Approved,05-06-2023,04-06-2024,Gold,Quarterly,0.45
29,NSW,Travel,1475.81,430.29,Approved,10-03-2023,09-03-2024,Basic,Quarterly,0.15
33,SA,Life,2212.83,2405.6,Approved,03-06-2024,03-06-2025,Basic,Monthly,0.4
59,NT,Home,3304.34,6219.44,Approved,11-01-2024,10-01-2025,Premium,Annually,0.65
55,NSW,Travel,817.62,850.68,Pending,17-04-2023,16-04-2024,Gold,Quarterly,0.77
25,TAS,Home,2285.76,378.56,Approved,22-08-2024,22-08-2025,Standard,Monthly,0.16
23,WA,Travel,1862.24,1351.86,Pending,28-07-2024,28-07-2025,Basic,Monthly,0.25
27,TAS,Home,2878.51,2248.06,Approved,31-10-2023,30-10-2024,Basic,Monthly,0.19
22,WA,Car,4104.27,2943.28,Rejected,26-02-2024,25-02-2025,Standard,Quarterly,0.26
62,TAS,Health,6712.55,12072.44,Approved,06-02-2023,06-02-2024,Gold,Annually,0.73
33,ACT,Car,2757.46,5606.71,Approved,16-10-2024,16-10-2025,Standard,Monthly,0.42
31,WA,Life,2307.74,1730.29,Approved,09-01-2023,09-01-2024,Standard,Monthly,0.44
27,SA,Life,4079.94,1253.98,Approved,02-11-2023,01-11-2024,Basic,Quarterly,0.15
37,NT,Travel,1769.17,2821.09,Approved,08-05-2024,08-05-2025,Basic,Monthly,0.38
77,NT,Travel,2808.16,4597.0,Pending,19-07-2023,18-07-2024,Gold,Quarterly,0.95
21,WA,Home,985.91,1028.21,Approved,14-12-2023,13-12-2024,Standard,Monthly,0.23
23,VIC,Life,3045.13,769.87,Approved,01-08-2024,01-08-2025,Standard,Monthly,0.19
63,TAS,Car,3235.12,3684.53,Rejected,17-06-2023,16-06-2024,Gold,Quarterly,0.51
31,QLD,Life,1446.41,910.5,Approved,31-05-2024,31-05-2025,Basic,Quarterly,0.36
36,SA,Health,4687.3,3706.21,Approved,26-04-2023,25-04-2024,Standard,Monthly,0.44
57,TAS,Car,2784.25,2997.94,Approved,14-12-2023,13-12-2024,Premium,Annually,0.55
46,NT,Travel,519.42,1044.29,Approved,21-05-2024,21-05-2025,Premium,Annually,0.42
52,VIC,Health,2697.3,3943.31,Pending,17-02-2023,17-02-2024,Premium,Annually,0.77
30,ACT,Life,4506.32,3816.18,Rejected,05-07-2024,05-07-2025,Basic,Quarterly,0.27
